MSA_Short_Name,Population,Hospitals,Beds,Confirmed,Deaths,Growth_Classification,Exp_Daily_Growth,Linear_Daily_Growth,New_Cases_As_Text,CPB_April_2,CPB_April_3,CPB_April_4,CPB_April_5,CPB_April_6,CPB_April_7,CPB_April_8,CPB_April_9
"Modesto, CA",550660,12,1729,58,0,Rebounding,NaN,1,3  3  1  1  4  6  6  2  2  6  5  7  7,0.0150375939849624,0.0144592249855408,0.0161943319838057,0.0185078079814922,0.021978021978022,0.0237131289762869,0.025062656641604,0.0269905533063428
Fresno,999101,15,3628,100,1,Exponential,0.172009231826648,NaN,0   7   5   1   8   4  12   0  10  15  14  12   6,0.0101984564498346,0.012954796030871,0.0151598676957001,0.0176405733186329,0.0206725468577729,0.0201212789415656,0.0237599016490256,0.0260089757300686
"Wilmington, NC",297533,3,932,43,0,Decreasing,NaN,0,0   6   0   4   1  10   0   2   7   0   8   1   0,0.0246781115879828,0.0321888412017167,0.0257510729613734,0.0343347639484979,0.0311158798283262,0.0300429184549356,0.0225321888412017,0.0257510729613734
"Green Bay, WI",322906,10,1313,25,0,Exponential,0.257433429682935,NaN,0  0  0  1  1  1  0  1  3  2  6  7  0,0.00304645849200305,0.00533130236100533,0.00685453160700685,0.0114242193450114,0.015993907083016,0.0152322924600152,0.0193723044494085,0.0255357736116563
"Greenville, NC",180742,1,909,35,0,Decreasing,NaN,-0.444444444444444,3  0  0  2  0  2  5  5  7  0  2  4  2,0.0187018701870187,0.0231023102310231,0.0231023102310231,0.0253025302530253,0.0275027502750275,0.0297029702970297,0.0294585014056961,0.0254247646986921
"Missoula, MT",119600,2,404,18,1,Rebounding,NaN,0.111111111111111,0  3  0  1  1  1  2  1  2  0  3  0  1,0.0222772277227723,0.0272277227722772,0.0198019801980198,0.0272277227722772,0.0247524752475248,0.0247524752475248,0.0261276127612761,0.0253025302530253
"Lima, OH",102351,5,830,15,0,Rebounding,NaN,0.777777777777778,0  0  0  0  0  2  2  0  1  1  4  2  3,0.00481927710843374,0.00602409638554217,0.0072289156626506,0.0120481927710843,0.0144578313253012,0.0180722891566265,0.0211512717536814,0.0251673360107095
"Decatur, IL",104009,2,265,5,0,Rebounding,NaN,0.333333333333333,0  0  0  0  0  1  1  0  0  0  0  0  3,0.00754716981132075,0.00754716981132075,0.00754716981132075,0.00754716981132075,0.00754716981132075,0.0188679245283019,0.0213836477987421,0.0251572327044025
"Roanoke, VA",313222,6,1875,40,0,Exponential,0.204554897138367,NaN,0  0  1  0  1  0  7  7  1  2  7  3  9,0.00853333333333333,0.00906666666666667,0.0101333333333333,0.0133333333333333,0.0149333333333333,0.0192,0.0235638378056185,0.0250869866713605
"Danville, IL",75758,3,447,5,0,Rebounding,NaN,0.555555555555556,0  0  0  0  0  0  0  0  0  0  2  0  3,0,0,0,0.00447427293064877,0.00447427293064877,0.0111856823266219,0.0173999502858563,0.0248570718369376
"Decatur, AL",152603,5,574,28,0,Rebounding,NaN,0.444444444444444,0  2  3  7 -1  7  2  0  3 -1  2  4  0,0.0348432055749129,0.0400696864111498,0.0348432055749129,0.0331010452961672,0.0278745644599303,0.029616724738676,0.0224545102593883,0.0247773906310492
"Morgantown, WV",139044,5,990,45,0,Rebounding,NaN,0.555555555555556,0   3  12   3   5  -1   6   3   1   1   3   1   6,0.0313131313131313,0.0323232323232323,0.0303030303030303,0.0212121212121212,0.0191919191919192,0.0202020202020202,0.0257014590347924,0.0246913580246914
"Eau Claire, WI",169304,5,879,30,0,Decreasing,NaN,0,0  0  1  1  3  1  3  3  2  3  3  5  0,0.0136518771331058,0.0159271899886234,0.0193401592718999,0.0216154721274175,0.0261660978384528,0.0227531285551763,0.024649222601441,0.0242700037921881
"Waterloo-Cedar Falls, IA",168522,6,589,13,0,Rebounding,NaN,0.555555555555556,0  1  0  1  2 -1  0  0  1  0  2  0  4,0.00509337860780985,0.0067911714770798,0.00509337860780985,0.00848896434634975,0.0067911714770798,0.0101867572156197,0.0171665723448406,0.0233918128654971
"Cumberland, MD-WV",97284,3,476,5,0,Rebounding,NaN,0.555555555555556,0  0  0  0  0  0  0  0  0  0  1  3  1,0,0,0,0.00210084033613445,0.00840336134453781,0.0105042016806723,0.0163398692810458,0.0233426704014939
"Medford, OR",220944,3,545,27,0,Rebounding,NaN,0.222222222222222,0   1   1   0   2   2  11   1   1   1   5   0   0,0.0330275229357798,0.0348623853211009,0.0348623853211009,0.0422018348623853,0.0422018348623853,0.0385321100917431,0.0387359836901121,0.0228338430173293
"Springfield, IL",206868,4,1045,26,2,Tapering,NaN,0.222222222222222,0  1  0  0  2  1  2  3  2  2  2  2  5,0.00861244019138756,0.0105263157894737,0.0114832535885167,0.0133971291866029,0.015311004784689,0.0181818181818182,0.0205209994683679,0.0221158958001063
"Wausau-Weston, WI",163285,5,483,9,0,Decreasing,NaN,0,0  0  0  0  0  0  0  1  1  2  3  1  0,0.0020703933747412,0.0041407867494824,0.0082815734989648,0.0144927536231884,0.0165631469979296,0.0165631469979296,0.0193236714975845,0.0220841959972395
"Idaho Falls, ID",151530,3,346,8,0,Tapering,NaN,0.111111111111111,0  2  0  0  0  1  0  1  0  1  0  1  2,0.0115606936416185,0.0115606936416185,0.00867052023121387,0.00867052023121387,0.0115606936416185,0.0173410404624277,0.0179833012202954,0.0218368657675016
"Dothan, AL",149358,6,865,16,1,Rebounding,NaN,0.666666666666667,1  0  1  1  0  1  2  3  0 -1  1  5  2,0.0104046242774566,0.0092485549132948,0.00809248554913295,0.00809248554913295,0.0127167630057803,0.015028901734104,0.0184971098265896,0.0215799614643545
"Midland, TX",182603,7,712,23,1,Rebounding,NaN,0.222222222222222,0  2  1  3  1  4  1  1  3  0  0  6  0,0.0182584269662921,0.0224719101123595,0.0196629213483146,0.0182584269662921,0.0224719101123595,0.0210674157303371,0.0188826466916355,0.0212234706616729
"Grand Forks, ND-MN",100815,7,733,11,0,Tapering,NaN,0.111111111111111,0  0  0  0  0  0  0  2  0  3  0  1  5,0.00272851296043656,0.00272851296043656,0.00682128240109141,0.00682128240109141,0.00818553888130969,0.0150068212824011,0.0180385023495528,0.0212217674700621
"Tallahassee, FL",387227,7,2461,52,0,Exponential,0.1673775257981,NaN,1  2  0  1  5  2  2  4  5  2  9  6  7,0.00690776107273466,0.00853311661926046,0.00853311661926046,0.0121901665989435,0.0142218610321008,0.0150345388053637,0.017758484901057,0.0210743823496147
"Oshkosh-Neenah, WI",171907,5,795,24,0,Decreasing,NaN,-0.666666666666667,0  0  0  1  0  1  1  2  1  8  5  0  0,0.00628930817610063,0.00754716981132075,0.0176100628930818,0.0238993710691824,0.0226415094339623,0.0226415094339623,0.0218029350104822,0.0205450733752621
"Lynchburg, VA",263566,3,738,22,0,Decreasing,NaN,-0.444444444444444,0  0  4  0  0  1  1  1  2  6  3  0  2,0.00948509485094851,0.0121951219512195,0.0203252032520325,0.018970189701897,0.018970189701897,0.021680216802168,0.0213791026799157,0.0204757603131587
"Bismarck, ND",128949,3,551,51,1,Decreasing,NaN,-0.111111111111111,1  2  1  4  6  5  1  2  0  3  0  2  2,0.0399274047186933,0.0381125226860254,0.0399274047186933,0.0381125226860254,0.0344827586206897,0.0272232304900181,0.020165355918532,0.020165355918532
"San Luis Obispo-Paso Robles, CA",283111,6,1747,93,0,Decreasing,NaN,0,0  15   4   8   5   8   0   4   9   0   9   4   0,0.025186033199771,0.0303377218088151,0.021751574127075,0.0246136233543217,0.0223239839725243,0.0194619347452776,0.0173630986452967,0.0198435413089105
"Pueblo, CO",168424,4,1369,31,2,Decreasing,NaN,-0.111111111111111,0   0   0   0   0   3   4   0  11   0   1   4   5,0.00511322132943755,0.0131482834185537,0.0131482834185537,0.0138787436084733,0.0168005843681519,0.0204528853177502,0.0205340475610746,0.0198035873711549
"Yuma, AZ",213787,3,487,14,0,Decreasing,NaN,-0.555555555555556,1  0  1  1  0  0  1  1  3  3  1  0  1,0.0102669404517454,0.0143737166324435,0.0205338809034908,0.0205338809034908,0.0184804928131417,0.0205338809034908,0.0205338809034908,0.0184804928131417
"Sherman-Denison, TX",136212,8,602,12,0,Decreasing,NaN,-0.111111111111111,2  0  0  0  0  0  1  4  0  1  3  1  0,0.0116279069767442,0.00830564784053156,0.00996677740863787,0.0149501661129568,0.0166112956810631,0.0166112956810631,0.0184569952011812,0.0184569952011812
"Cape Girardeau, MO-IL",96765,3,601,17,0,Decreasing,NaN,-1,0  0  3  1  2  0  0  8  2  0  0  0  1,0.0232945091514143,0.0266222961730449,0.0266222961730449,0.021630615640599,0.0199667221297837,0.0183028286189684,0.0183028286189684,0.0183028286189684
"Jonesboro, AR",133860,6,785,21,0,Decreasing,NaN,-0.222222222222222,5  0  0  0  0  0  2  0  4  3  1  2  2,0.0089171974522293,0.00764331210191083,0.0114649681528662,0.0127388535031847,0.0152866242038217,0.0178343949044586,0.0193913658881812,0.0181174805378627
"Grand Junction, CO",154210,4,614,20,0,Decreasing,NaN,-0.111111111111111,3  0  0  1  0  3  2  1  2  2 -2  3  3,0.0162866449511401,0.0146579804560261,0.0179153094462541,0.0146579804560261,0.0179153094462541,0.0228013029315961,0.0197249366630474,0.0180962721679334
"Morristown, TN",142749,3,332,13,0,Decreasing,NaN,-0.444444444444444,2  0  0  0  1  0  0  0  1  4  0  0  1,0.00903614457831325,0.00602409638554217,0.0180722891566265,0.0180722891566265,0.0180722891566265,0.0180722891566265,0.0180722891566265,0.0180722891566265
"Lake Havasu City-Kingman, AZ",212181,5,665,12,0,Rebounding,NaN,0.444444444444444,0  0  0  2  2  1  1  1  0  0  1  1  3,0.0105263157894737,0.0105263157894737,0.0105263157894737,0.0120300751879699,0.0105263157894737,0.0120300751879699,0.0143692564745196,0.0173767752715121
"Dubuque, IA",97311,3,470,24,1,Decreasing,NaN,-0.444444444444444,2  0  0  0  2  4  4  5  0  1  0  1  1,0.0361702127659574,0.0319148936170213,0.0340425531914894,0.0340425531914894,0.0361702127659574,0.0340425531914894,0.025531914893617,0.0170212765957447
"St. Joseph, MO-KS",125223,3,470,10,0,Decreasing,NaN,0,0  1  0  0  2  1  0  0  2  1  0  3  0,0.00851063829787234,0.0127659574468085,0.0127659574468085,0.0127659574468085,0.0191489361702128,0.0148936170212766,0.0148936170212766,0.0170212765957447
"Waco, TX",273920,6,1051,51,1,Decreasing,NaN,-0.444444444444444,1  8  0  4  5  1  0  2  3  5  4  1  1,0.0199809705042816,0.021883920076118,0.0190294957183635,0.0228353948620362,0.0199809705042816,0.0161750713606089,0.0162807907812665,0.016915107305212
"Corpus Christi, TX",429024,15,2299,51,0,Tapering,NaN,0.333333333333333,0   5   5   5   4   3   1   0  12   0   6   2   7,0.0100043497172684,0.0152240104393214,0.0130491518051327,0.0134841235319704,0.0121792083514572,0.0134841235319704,0.0146440481368711,0.0168189067710599
"Florence-Muscle Shoals, AL",147970,3,721,21,2,Rebounding,NaN,0.333333333333333,1  0  4  3  0  3  1  2  0  0  3  0  2,0.0194174757281553,0.0180305131761442,0.0180305131761442,0.0166435506241331,0.0124826629680999,0.0152565880721221,0.0143319463707813,0.0166435506241331
"Ames, IA",123351,5,321,7,0,Decreasing,NaN,0,0  1  0  0  0  1  0  0  0  2  1  1  0,0.00623052959501558,0.00623052959501558,0.00934579439252336,0.0124610591900312,0.0155763239875389,0.0155763239875389,0.0145379023883697,0.0166147455867082
"Peoria, IL",400561,8,1383,28,0,Rebounding,NaN,1,0  1  2  0  4  2  3 -1  0  2  2  3  5,0.00795372378886479,0.00795372378886479,0.00867678958785249,0.00867678958785249,0.0108459869848156,0.0115690527838033,0.0139792721137624,0.0163894914437214
"Redding, CA",180080,7,763,12,2,Tapering,NaN,0.222222222222222,1  0  1  0  0  0  1  0  2  1  0  4  1,0.00393184796854522,0.00524246395806029,0.00655307994757536,0.00524246395806029,0.0104849279161206,0.0117955439056356,0.0145623998835008,0.0163098878695209
"Lincoln, NE",336374,9,1378,18,0,Tapering,NaN,0.444444444444444,0  0  1  0  0  1  0  4  0  1  3  2  4,0.00435413642960813,0.00435413642960813,0.00507982583454282,0.00653120464441219,0.00798258345428157,0.0108853410740203,0.0129817771327205,0.0161264312207708
"Eugene-Springfield, OR",382067,6,685,21,1,Decreasing,NaN,-0.555555555555555,0  0  1  2  3 -1  1  2  4  2  3  0  0,0.0116788321167883,0.0175182481751825,0.0204379562043796,0.0233576642335766,0.0204379562043796,0.0160583941605839,0.0175182481751825,0.0160583941605839
"Wheeling, WV-OH",138948,9,1077,32,0,Decreasing,NaN,-0.222222222222222,0  0  1  2  3  7  1  3  2  3  0  3  3,0.0157845868152275,0.0176415970287837,0.0204271123491179,0.0194986072423398,0.0204271123491179,0.0204271123491179,0.0153719178788817,0.015681419581141
"Las Cruces, NM",218195,6,603,22,0,Rebounding,NaN,0.333333333333333,8  3  0  0  3  1  0  0  1  0  3  2 -1,0.0248756218905473,0.0132669983416252,0.00829187396351575,0.0132669983416252,0.0165837479270315,0.00995024875621891,0.0116086235489221,0.0154781647318961
"Weirton-Steubenville, WV-OH",116074,6,811,20,0,Decreasing,NaN,-0.666666666666667,0  0  0  2 -1  5  2  2  4  3  1  3 -1,0.0123304562268804,0.0172626387176326,0.0209617755856967,0.0221948212083847,0.0234278668310728,0.0234278668310728,0.0172626387176326,0.0147965474722565
"Joplin, MO",179564,7,829,17,0,Rebounding,NaN,0.333333333333333,0  0  2  2  0  3  2  0  2  0  1  2  2,0.0108564535585042,0.0132689987937274,0.0132689987937274,0.0120627261761158,0.0120627261761158,0.014475271411339,0.0136710896662646,0.014475271411339
"Sierra Vista-Douglas, AZ",125922,8,498,7,0,Rebounding,NaN,0.222222222222222,0  0  0  1  0  1  0  1  0  0  0  1  2,0.00602409638554217,0.00602409638554217,0.00602409638554217,0.00602409638554217,0.00602409638554217,0.0100401606425703,0.0109326193663543,0.0142793395805444
"Janesville-Beloit, WI",163354,4,564,20,1,Decreasing,NaN,0,0  0  1  4  4  0  2  1  1  1  2  1  0,0.0212765957446809,0.0230496453900709,0.024822695035461,0.0265957446808511,0.0212765957446809,0.0141843971631206,0.0159574468085106,0.0141843971631206
"Sioux City, IA-NE-SD",144701,4,945,11,0,Rebounding,NaN,0.666666666666667,1  0  0  0  2  0  1  0  0  0  5  1  0,0.00423280423280423,0.00317460317460317,0.00317460317460317,0.00846560846560847,0.00952380952380952,0.00740740740740741,0.0109347442680776,0.0141093474426808
"Chico, CA",219186,7,592,11,0,Decreasing,NaN,0,1  0  2  1  0  0  0  0  3  0  1  1  1,0.00675675675675676,0.0101351351351351,0.0101351351351351,0.00844594594594595,0.00844594594594595,0.0101351351351351,0.0118243243243243,0.0135135135135135
"Beaumont-Port Arthur, TX",392563,16,1870,51,2,Decreasing,NaN,-1.88888888888889,4   0   0   1   3   6   7   6   3  12   5  10 -11,0.0144385026737968,0.013903743315508,0.0203208556149733,0.0229946524064171,0.027807486631016,0.0203208556149733,0.0171122994652406,0.0133689839572193
"Fayetteville-Springdale-Rogers, AR",534904,16,1673,67,0,Decreasing,NaN,-1.11111111111111,3   0   1  21   8   6   3   5   7   4   2   3   1,0.0280932456664674,0.0304841601912732,0.0328750747160789,0.0334728033472803,0.0227136879856545,0.0185295875672445,0.0149432157800359,0.0131500298864316
"Duluth, MN-WI",288732,12,1236,28,0,Decreasing,NaN,0,2  2  1  2  1  1  5  2  1  3  1  2  3,0.0129449838187702,0.0121359223300971,0.0129449838187702,0.0129449838187702,0.0129449838187702,0.0145631067961165,0.0153721682847896,0.0129449838187702
"Johnstown, PA",130192,4,594,6,0,Tapering,NaN,0.111111111111111,1  0  0  0  0  0  0  1  0  1  1  0  2,0.00336700336700337,0.00168350168350168,0.00336700336700337,0.00505050505050505,0.00505050505050505,0.00841750841750842,0.0104751215862327,0.0127197904975683
"Great Falls, MT",81366,3,436,11,0,Decreasing,NaN,0,0  0  0  2  1  1  0  0  2  0  2  0  0,0.00917431192660551,0.0137614678899083,0.0137614678899083,0.018348623853211,0.0137614678899083,0.0114678899082569,0.0107033639143731,0.0122324159021407
"Kingsport-Bristol, TN-VA",307202,10,1529,31,2,Decreasing,NaN,-0.666666666666667,1  0  1  3  4  0  3  0  7  5  2  3  1,0.0078482668410726,0.0117724002616089,0.0150425114453891,0.0156965336821452,0.0156965336821452,0.013734466971877,0.0141704817963811,0.0122084150861129
"Pocatello, ID",95489,3,229,5,0,Decreasing,NaN,0,2  0  0  1 -1  1  0  0  1  0  0  0  1,0.0131004366812227,0.00873362445414847,0.00873362445414847,0.00873362445414847,0.00436681222707424,0.0131004366812227,0.0101892285298399,0.0116448326055313
"Hanford-Corcoran, CA",152940,4,300,5,0,Decreasing,NaN,-0.111111111111111,0  0  0  0  0  2  0  0  1  1  1  0  0,0.00666666666666667,0.01,0.0133333333333333,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0103703703703704,0.0103703703703704
"Albany-Lebanon, OR",129749,2,98,37,2,Decreasing,NaN,-0.111111111111111,1  1  4  1  2  4  4  0  1  0  0  0  0,0.173469387755102,0.173469387755102,0.163265306122449,0.122448979591837,0.112244897959184,0.0918367346938776,0.0510204081632653,0.0102040816326531
"Erie, PA",269728,9,1223,19,0,Decreasing,NaN,-0.444444444444444,1  2  0  0  2  0  0  6  1  1  2  0  2,0.00899427636958299,0.00899427636958299,0.00817661488143908,0.0098119378577269,0.0098119378577269,0.0098119378577269,0.0101753429635686,0.0101753429635686
"Walla Walla, WA",60760,3,316,8,0,Decreasing,NaN,-0.111111111111111,0  0  1  0  0  2  1  1  0  1  1  0  0,0.0158227848101266,0.0158227848101266,0.0189873417721519,0.0189873417721519,0.0189873417721519,0.0189873417721519,0.0130098452883263,0.00984528832630099
"Johnson City, TN",203649,10,1284,26,2,Decreasing,NaN,-0.444444444444444,4  1  0  2  2  5  0  0  0  7 -1  2  2,0.0109034267912773,0.00778816199376947,0.0124610591900312,0.0116822429906542,0.0116822429906542,0.0116822429906542,0.00787469712703357,0.00787469712703357
"Napa, CA",137744,3,1780,20,2,Decreasing,NaN,0,1  0  0  4  0  3  1  4  0  1  3  0  2,0.00730337078651685,0.00674157303370787,0.00730337078651685,0.00898876404494382,0.00674157303370787,0.00786516853932584,0.00711610486891386,0.00749063670411985
"Enid, OK",61056,3,436,5,0,Decreasing,NaN,-0.111111111111111,0  0  0  0  0  0  2  0  0  2  0  1  0,0.00458715596330275,0.00458715596330275,0.00917431192660551,0.00917431192660551,0.0114678899082569,0.0114678899082569,0.0117227319062181,0.00713557594291539
"Fort Smith, AR-OK",250368,10,1256,13,1,Decreasing,NaN,-0.444444444444444,1  0  1  1  0  1  0  3  2  1  2  0  0,0.00557324840764331,0.00636942675159236,0.0071656050955414,0.00796178343949045,0.0071656050955414,0.0071656050955414,0.00636942675159236,0.00636942675159236
"La Crosse-Onalaska, WI-MN",136616,2,656,19,0,Decreasing,NaN,-0.444444444444444,0  0  5  2  2  1  0  1  3  0  0  0  0,0.0167682926829268,0.0213414634146341,0.0213414634146341,0.013719512195122,0.0106707317073171,0.00762195121951219,0.00609756097560976,0.00609756097560976
"Altoona, PA",121829,5,598,5,0,Decreasing,NaN,0,0  0  0  1  0  1  1  3 -2  0  0  0  1,0.0100334448160535,0.00668896321070234,0.00668896321070234,0.00668896321070234,0.00501672240802676,0.00668896321070234,0.00557413600891862,0.00445930880713489
"Springfield, OH",134083,5,448,7,0,Rebounding,NaN,0.222222222222222,0  1  0  0  0  0  5 -1  0  0  1  0  0,0.0111607142857143,0.0111607142857143,0.00892857142857143,0.0111607142857143,0.0111607142857143,0.0111607142857143,0.0128968253968254,0.00396825396825397
"Rapid City, SD",142107,8,688,7,1,Decreasing,NaN,0,0  0  1  0  2  0  1  1  0  0  1  0  0,0.00726744186046512,0.00726744186046512,0.00726744186046512,0.00726744186046512,0.00726744186046512,0.00436046511627907,0.00484496124031008,0.00387596899224806
"St. Cloud, MN",201964,5,588,7,0,Rebounding,NaN,0.111111111111111,1  0  0  0  0  0  0  0  0  0  0  0  1,0.00170068027210884,0,0,0,0,0.00170068027210884,0.00264550264550265,0.00377928949357521
"Beckley, WV",115767,5,644,4,0,Rebounding,NaN,0.111111111111111,0  0  0  1  1  1  0  0  0  0  0  0  1,0.0046583850931677,0.0046583850931677,0.0046583850931677,0.0046583850931677,0.0031055900621118,0.0031055900621118,0.00241545893719807,0.00345065562456867
